"Time,""ID"",""AssetType"",""ProductionVolumeMWh"",""ProductionVolumeNoDerateMWh"""
"2022-03,""71e993b8-f103-4461-a84d-210e842c7d77"",""WindFarm"",2498.19,2585.1"
"2022-04,""71e993b8-f103-4461-a84d-210e842c7d77"",""WindFarm"",3232.33,3364.28"
"2022-05,""71e993b8-f103-4461-a84d-210e842c7d77"",""WindFarm"",1830.55,1925.34"
"2022-03,""7289a97a-1441-4a41-bf96-07df33d6cb14"",""WindFarm"",183.21,183.21"
"2022-04,""7289a97a-1441-4a41-bf96-07df33d6cb14"",""WindFarm"",380.43,396.48"
"2022-05,""7289a97a-1441-4a41-bf96-07df33d6cb14"",""WindFarm"",323,334.9"
"2022-03,""774a82f5-7cf4-45ac-a10b-2bf8daef8334"",""WindFarm"",1741.83,1741.83"
"2022-04,""774a82f5-7cf4-45ac-a10b-2bf8daef8334"",""WindFarm"",2187.29,2193.55"
"2022-05,""774a82f5-7cf4-45ac-a10b-2bf8daef8334"",""WindFarm"",1563.9,1563.9"
"2022-03,""7c02f983-51db-421d-86c8-ef50dc76cff8"",""WindFarm"",1852.77,1852.77"
"2022-04,""7c02f983-51db-421d-86c8-ef50dc76cff8"",""WindFarm"",2546.11,2546.11"
"2022-05,""7c02f983-51db-421d-86c8-ef50dc76cff8"",""WindFarm"",1851.17,1888.27"
"2022-03,""827ad99c-1dd5-426b-b57d-fe3ba17adf15"",""WindFarm"",1270.67,1270.67"
"2022-04,""827ad99c-1dd5-426b-b57d-fe3ba17adf15"",""WindFarm"",1683.23,1688.41"
"2022-05,""827ad99c-1dd5-426b-b57d-fe3ba17adf15"",""WindFarm"",1134.29,1134.29"
"2022-03,""833fc568-3c64-42be-9ee7-39fc53f85168"",""WindFarm"",289.06,290.61"
"2022-04,""833fc568-3c64-42be-9ee7-39fc53f85168"",""WindFarm"",323.36,323.36"
"2022-05,""833fc568-3c64-42be-9ee7-39fc53f85168"",""WindFarm"",277.26,277.26"
"2022-03,""8ba87d73-b1c4-4fcf-8568-63c88f54a6a3"",""WindFarm"",362.59,366.32"
"2022-04,""8ba87d73-b1c4-4fcf-8568-63c88f54a6a3"",""WindFarm"",415.82,786.33"
"2022-05,""8ba87d73-b1c4-4fcf-8568-63c88f54a6a3"",""WindFarm"",252.63,252.63"
"2022-03,""8de14475-b97e-4510-94a1-951aee7c3235"",""WindFarm"",1740.71,2194.82"
"2022-04,""8de14475-b97e-4510-94a1-951aee7c3235"",""WindFarm"",2876.59,2971.93"
"2022-05,""8de14475-b97e-4510-94a1-951aee7c3235"",""WindFarm"",2200.91,2200.92"
"2022-03,""8de5a63d-0799-446d-9de1-b773a7ce208c"",""WindFarm"",962.29,966.97"
"2022-04,""8de5a63d-0799-446d-9de1-b773a7ce208c"",""WindFarm"",1374.83,1461.68"
"2022-05,""8de5a63d-0799-446d-9de1-b773a7ce208c"",""WindFarm"",911.41,916.95"
"2022-03,""91f73ff5-7ffe-4afd-8a67-6f9a1627761e"",""WindFarm"",1278.74,1279.83"
"2022-04,""91f73ff5-7ffe-4afd-8a67-6f9a1627761e"",""WindFarm"",1797.13,1836.28"
"2022-05,""91f73ff5-7ffe-4afd-8a67-6f9a1627761e"",""WindFarm"",1346.54,1346.54"
"2022-03,""939015a1-66b9-46c7-a97d-76e968c02714"",""WindFarm"",2907.21,2907.21"
"2022-04,""939015a1-66b9-46c7-a97d-76e968c02714"",""WindFarm"",4655.08,4722.1"
"2022-05,""939015a1-66b9-46c7-a97d-76e968c02714"",""WindFarm"",3094.78,3123.05"
"2022-03,""96461f9b-7869-4fbc-9707-c6f0d8abd61a"",""WindFarm"",1335.47,1335.47"
"2022-04,""96461f9b-7869-4fbc-9707-c6f0d8abd61a"",""WindFarm"",1686.2,1686.2"
"2022-05,""96461f9b-7869-4fbc-9707-c6f0d8abd61a"",""WindFarm"",1102.52,1108.71"
"2022-03,""9cb0c8f5-0ab4-40b0-a202-d0c6cef090be"",""WindFarm"",3233.16,4477.34"
"2022-04,""9cb0c8f5-0ab4-40b0-a202-d0c6cef090be"",""WindFarm"",6187.77,6850.44"
"2022-05,""9cb0c8f5-0ab4-40b0-a202-d0c6cef090be"",""WindFarm"",5013.64,5049.19"
"2022-03,""a37dbf7e-9c9c-47b3-9072-0a2c4b5260f3"",""WindFarm"",1027.09,1071.53"
"2022-04,""a37dbf7e-9c9c-47b3-9072-0a2c4b5260f3"",""WindFarm"",1409.12,1438.05"
"2022-05,""a37dbf7e-9c9c-47b3-9072-0a2c4b5260f3"",""WindFarm"",1034.36,1040.71"
"2022-03,""a7a53eea-0c8b-4764-97cf-01b6c4c279f9"",""WindFarm"",741.33,741.33"
"2022-04,""a7a53eea-0c8b-4764-97cf-01b6c4c279f9"",""WindFarm"",1083.26,1097.95"
"2022-05,""a7a53eea-0c8b-4764-97cf-01b6c4c279f9"",""WindFarm"",699.4,708.79"
"2022-03,""a880b676-08a6-4129-8328-44fd520496c1"",""WindFarm"",2841.66,2844.55"
"2022-04,""a880b676-08a6-4129-8328-44fd520496c1"",""WindFarm"",3827.4,3834.55"
"2022-05,""a880b676-08a6-4129-8328-44fd520496c1"",""WindFarm"",2739.07,2739.23"
"2022-03,""a92c1b91-ceb0-4022-bde5-8993a847101a"",""WindFarm"",642.22,642.64"
"2022-04,""a92c1b91-ceb0-4022-bde5-8993a847101a"",""WindFarm"",909.76,942.3"
"2022-05,""a92c1b91-ceb0-4022-bde5-8993a847101a"",""WindFarm"",732.6,732.6"
"2022-03,""ab6faab8-cf9c-4845-bd7d-aa0c9c411538"",""WindFarm"",768.03,768.03"
"2022-04,""ab6faab8-cf9c-4845-bd7d-aa0c9c411538"",""WindFarm"",996.08,996.21"
"2022-05,""ab6faab8-cf9c-4845-bd7d-aa0c9c411538"",""WindFarm"",420.61,420.61"
"2022-03,""af25f9c6-aa13-4be1-8c0f-b01fccf5aa7e"",""WindFarm"",8493.87,8493.87"
"2022-04,""af25f9c6-aa13-4be1-8c0f-b01fccf5aa7e"",""WindFarm"",8378.49,8379.99"
"2022-05,""af25f9c6-aa13-4be1-8c0f-b01fccf5aa7e"",""WindFarm"",8084.55,8084.55"
"2022-03,""af3a6ca4-d292-4714-b217-6bd82bad9d52"",""WindFarm"",474.65,474.65"
"2022-04,""af3a6ca4-d292-4714-b217-6bd82bad9d52"",""WindFarm"",628.43,628.43"
"2022-05,""af3a6ca4-d292-4714-b217-6bd82bad9d52"",""WindFarm"",502.8,517.14"
"2022-03,""afb29c99-f199-4961-9949-2609f2d9396c"",""WindFarm"",2018.42,2575.83"
"2022-04,""afb29c99-f199-4961-9949-2609f2d9396c"",""WindFarm"",4001.69,4001.69"
"2022-05,""afb29c99-f199-4961-9949-2609f2d9396c"",""WindFarm"",2901.62,2901.62"
"2022-03,""b5058cee-adf1-4c15-a06e-d57c1efe2635"",""WindFarm"",1434.78,1434.78"
"2022-04,""b5058cee-adf1-4c15-a06e-d57c1efe2635"",""WindFarm"",1880.99,2308.01"
"2022-05,""b5058cee-adf1-4c15-a06e-d57c1efe2635"",""WindFarm"",1537.23,1598.17"
"2022-03,""b527d32a-39c7-48ea-98b4-439dcc46f6b0"",""WindFarm"",6808.54,6822.79"
"2022-04,""b527d32a-39c7-48ea-98b4-439dcc46f6b0"",""WindFarm"",7807.91,8163.34"
"2022-05,""b527d32a-39c7-48ea-98b4-439dcc46f6b0"",""WindFarm"",5260.51,5260.51"
"2022-03,""b659d97e-ca5d-41b8-b244-982f1bd831f3"",""WindFarm"",209.33,209.33"
"2022-04,""b659d97e-ca5d-41b8-b244-982f1bd831f3"",""WindFarm"",304.62,314.88"
"2022-05,""b659d97e-ca5d-41b8-b244-982f1bd831f3"",""WindFarm"",240.17,240.17"
"2022-03,""bcdc9f51-f1a2-4d2e-bf60-0f8eb9456f89"",""WindFarm"",2340.41,2340.41"
"2022-04,""bcdc9f51-f1a2-4d2e-bf60-0f8eb9456f89"",""WindFarm"",3663.43,3663.43"
"2022-05,""bcdc9f51-f1a2-4d2e-bf60-0f8eb9456f89"",""WindFarm"",2472.01,2472.03"
"2022-03,""c01d734a-4ffb-4b39-bf0f-36f8deab1a70"",""WindFarm"",324.94,399.51"
"2022-04,""c01d734a-4ffb-4b39-bf0f-36f8deab1a70"",""WindFarm"",657.62,657.62"
"2022-05,""c01d734a-4ffb-4b39-bf0f-36f8deab1a70"",""WindFarm"",387.68,387.68"
"2022-03,""c2c85eaf-cc75-4d09-9837-244237052513"",""WindFarm"",1076.27,1076.27"
"2022-04,""c2c85eaf-cc75-4d09-9837-244237052513"",""WindFarm"",1412.18,1412.18"
"2022-05,""c2c85eaf-cc75-4d09-9837-244237052513"",""WindFarm"",873.8,897.72"
"2022-03,""c5246ab5-06d2-4c0c-bece-9aece41a9a9f"",""WindFarm"",148.31,148.31"
"2022-04,""c5246ab5-06d2-4c0c-bece-9aece41a9a9f"",""WindFarm"",513.27,530.76"
"2022-05,""c5246ab5-06d2-4c0c-bece-9aece41a9a9f"",""WindFarm"",244.24,253.85"
"2022-03,""c595c83b-e2dc-46e3-8cd3-afc625443334"",""WindFarm"",314.46,321.93"
"2022-04,""c595c83b-e2dc-46e3-8cd3-afc625443334"",""WindFarm"",355,374.01"
"2022-05,""c595c83b-e2dc-46e3-8cd3-afc625443334"",""WindFarm"",298.27,298.27"
"2022-03,""c6dd3e26-6dcd-43e7-9e0a-76c541680813"",""WindFarm"",2524.85,2577.16"
"2022-04,""c6dd3e26-6dcd-43e7-9e0a-76c541680813"",""WindFarm"",3462.71,3462.71"
"2022-05,""c6dd3e26-6dcd-43e7-9e0a-76c541680813"",""WindFarm"",2355.08,2433.45"
"2022-03,""cefb71c9-11fa-4366-9bd4-69a282f9aaec"",""WindFarm"",822.38,822.38"
"2022-04,""cefb71c9-11fa-4366-9bd4-69a282f9aaec"",""WindFarm"",1159.77,1202.03"
"2022-05,""cefb71c9-11fa-4366-9bd4-69a282f9aaec"",""WindFarm"",833.32,856.16"
"2022-03,""d00fd588-3a23-43de-827d-171851f9d5e3"",""WindFarm"",984.51,1009.13"
"2022-04,""d00fd588-3a23-43de-827d-171851f9d5e3"",""WindFarm"",1648.39,1781.17"
"2022-05,""d00fd588-3a23-43de-827d-171851f9d5e3"",""WindFarm"",1151.87,1192.29"
"2022-03,""d0b0ba4f-5719-4720-8daf-55177a3c3dfe"",""WindFarm"",423.73,423.73"
"2022-04,""d0b0ba4f-5719-4720-8daf-55177a3c3dfe"",""WindFarm"",646.55,651.82"
"2022-05,""d0b0ba4f-5719-4720-8daf-55177a3c3dfe"",""WindFarm"",520.1,520.1"
"2022-03,""d0fe5034-d554-425f-9739-125344539737"",""WindFarm"",3121.92,3121.92"
"2022-04,""d0fe5034-d554-425f-9739-125344539737"",""WindFarm"",4334.97,4334.97"
"2022-05,""d0fe5034-d554-425f-9739-125344539737"",""WindFarm"",2949.11,2998.08"
"2022-03,""d5a5a88f-3e47-4187-b1b4-7e7abf766a28"",""WindFarm"",222.67,222.67"
"2022-04,""d5a5a88f-3e47-4187-b1b4-7e7abf766a28"",""WindFarm"",397.8,429.34"
"2022-05,""d5a5a88f-3e47-4187-b1b4-7e7abf766a28"",""WindFarm"",194.98,194.98"
"2022-03,""d75f91df-004a-48d0-b782-5365a4a218bb"",""WindFarm"",2848.89,2848.89"
"2022-04,""d75f91df-004a-48d0-b782-5365a4a218bb"",""WindFarm"",3514.99,3540.12"
"2022-05,""d75f91df-004a-48d0-b782-5365a4a218bb"",""WindFarm"",2571.03,2631.41"
"2022-03,""d871e595-a634-4ecc-834c-d61aab11ae9e"",""WindFarm"",1516.66,1516.66"
"2022-04,""d871e595-a634-4ecc-834c-d61aab11ae9e"",""WindFarm"",2373.42,2512.73"
"2022-05,""d871e595-a634-4ecc-834c-d61aab11ae9e"",""WindFarm"",1650.33,1658.33"
"2022-03,""d88054df-490f-40b0-aed3-25dca34017d4"",""WindFarm"",2661.15,2875.55"
"2022-04,""d88054df-490f-40b0-aed3-25dca34017d4"",""WindFarm"",3584.1,3584.1"
"2022-05,""d88054df-490f-40b0-aed3-25dca34017d4"",""WindFarm"",2767.42,2767.42"
"2022-03,""da100da7-d158-4e36-97ea-dd071e3e339b"",""WindFarm"",929.21,940.45"
"2022-04,""da100da7-d158-4e36-97ea-dd071e3e339b"",""WindFarm"",1875.24,1875.24"
"2022-05,""da100da7-d158-4e36-97ea-dd071e3e339b"",""WindFarm"",1310.08,1310.08"
"2022-03,""da661ad8-761b-4a8c-a7ff-3ff8fe49f263"",""WindFarm"",824.91,825.01"
"2022-04,""da661ad8-761b-4a8c-a7ff-3ff8fe49f263"",""WindFarm"",1047.78,1088.12"
"2022-05,""da661ad8-761b-4a8c-a7ff-3ff8fe49f263"",""WindFarm"",754.36,768.28"
"2022-03,""dd0dc0b9-3d7d-4c19-b551-4832663a80c9"",""WindFarm"",1540.22,1540.22"
"2022-04,""dd0dc0b9-3d7d-4c19-b551-4832663a80c9"",""WindFarm"",2492.92,2492.96"
"2022-05,""dd0dc0b9-3d7d-4c19-b551-4832663a80c9"",""WindFarm"",1736.4,1736.4"
"2022-03,""e702eabe-e0b0-4c9b-9609-f7401d3331ea"",""WindFarm"",7155.55,7207.77"
"2022-04,""e702eabe-e0b0-4c9b-9609-f7401d3331ea"",""WindFarm"",10676.07,11017.53"
"2022-05,""e702eabe-e0b0-4c9b-9609-f7401d3331ea"",""WindFarm"",7709.18,7760.05"
"2022-03,""eb9fd176-a04d-4f95-b2d7-e4694084deae"",""WindFarm"",2842.28,3570.71"
"2022-04,""eb9fd176-a04d-4f95-b2d7-e4694084deae"",""WindFarm"",4195.29,4347.82"
"2022-05,""eb9fd176-a04d-4f95-b2d7-e4694084deae"",""WindFarm"",3617.8,3617.8"
"2022-03,""f0786156-f140-44bf-932a-ac8fc157b395"",""WindFarm"",2996.6,3018.18"
"2022-04,""f0786156-f140-44bf-932a-ac8fc157b395"",""WindFarm"",4437.75,4629.78"
"2022-05,""f0786156-f140-44bf-932a-ac8fc157b395"",""WindFarm"",2998.4,2998.4"
"2022-03,""f623f539-8586-416d-85e9-7502c4e22c6c"",""WindFarm"",362.35,362.35"
"2022-04,""f623f539-8586-416d-85e9-7502c4e22c6c"",""WindFarm"",465.26,472.34"
"2022-05,""f623f539-8586-416d-85e9-7502c4e22c6c"",""WindFarm"",364.43,364.43"
"2022-03,""f91817cc-ef93-4bc5-b40e-22d78303ec78"",""WindFarm"",1108.86,1108.86"
"2022-04,""f91817cc-ef93-4bc5-b40e-22d78303ec78"",""WindFarm"",3228.82,3228.82"
"2022-05,""f91817cc-ef93-4bc5-b40e-22d78303ec78"",""WindFarm"",2271.18,2285.48"
"2022-03,""f9ea5042-7bc8-4f35-b2f7-524bd67912a1"",""WindFarm"",1097.2,1176.27"
"2022-04,""f9ea5042-7bc8-4f35-b2f7-524bd67912a1"",""WindFarm"",1122,2280.56"
"2022-05,""f9ea5042-7bc8-4f35-b2f7-524bd67912a1"",""WindFarm"",879.91,1427.44"
"2022-03,""fc0697ec-72f6-4d22-80c8-4a4999798d2f"",""WindFarm"",477.94,487.8"
"2022-04,""fc0697ec-72f6-4d22-80c8-4a4999798d2f"",""WindFarm"",815.53,815.59"
"2022-05,""fc0697ec-72f6-4d22-80c8-4a4999798d2f"",""WindFarm"",533.66,533.66"
